timestamp,value,is_anomaly
134,105.14,0
135,104.18,0
136,107.99,0
137,104.58,0
138,99.78,0
139,103.54,0
140,97.8,0
141,104.67,0
142,202.99,1
143,101.74,0
144,95.77,0
145,106.0,0
146,105.75,0
147,101.66,0
148,109.16,0
149,107.94,0
150,95.03,0
151,102.69,0
152,99.22,0
153,92.88,0
154,102.66,0
155,100.27,0
156,96.87,0
157,103.31,0
158,103.24,0
159,98.01,0
160,103.0,0
161,106.18,0
162,97.64,0
163,103.2,0
164,101.41,0
165,112.83,0
166,92.29,0
167,105.18,0
168,100.27,0
169,101.4,0
170,111.51,0
171,102.06,0
172,113.4,0
173,100.09,0
174,104.15,0
175,100.05,0
176,99.15,0
177,103.01,0
178,101.39,0
179,103.91,0
180,92.47,0
181,113.11,0
182,102.37,0
183,112.01,0
184,98.36,0
185,104.96,0
186,119.42,0
187,99.35,0
188,96.32,0
189,101.17,0
190,106.36,0
191,107.57,0
192,110.65,0
193,103.01,0
194,96.39,0
195,102.32,0
196,110.8,0
197,107.03,0
198,95.02,0
199,104.72,0
200,106.99,0
201,110.73,0
202,103.01,0
203,0.77,1
204,109.45,0
205,104.62,0
206,90.8,0
207,107.47,0
208,94.84,0
209,98.11,0
210,103.0,0
211,101.61,0
212,97.65,0
213,95.91,0
214,99.83,0
215,105.05,0
216,99.5,0
217,97.9,0
218,101.54,0
219,104.54,0
220,98.63,0
221,97.72,0
222,112.77,0
223,47.47,1
224,85.02,0
225,52.33,1
226,105.7,0
227,104.24,0
228,21.56,1
229,106.33,0
230,106.4,0
231,104.67,0
232,102.03,0
233,108.54,0
234,99.31,0
235,102.36,0
236,112.62,0
237,102.78,0
238,4.6,1
239,104.35,0
240,101.75,0
241,111.13,0
242,106.69,0
243,103.29,0
244,106.18,0
245,106.08,0
246,100.83,0
247,103.39,0
248,98.51,0
249,100.03,0
250,148.13,1
251,91.06,0
252,96.4,0
253,100.17,0
254,101.75,0
255,99.62,0
256,94.35,0
257,93.68,0
258,105.13,0
259,102.13,0
260,110.51,0
261,111.33,0
262,104.05,0
263,105.89,0
264,99.64,0
265,95.33,0
266,110.79,0
267,109.49,0
268,100.77,0
269,99.25,0
270,106.68,0
271,103.18,0
272,97.19,0
273,100.58,0
274,107.0,0
275,103.74,0
276,114.82,0
277,97.24,0
278,107.36,0
279,104.07,0
280,99.93,0
281,16.63,1
282,105.15,0
283,93.1,0
284,184.1,1
285,102.14,0
286,106.88,0
287,102.05,0
288,108.49,0
289,111.55,0
290,106.28,0
291,108.72,0
292,109.08,0
293,114.56,0
294,105.44,0
295,99.46,0
296,100.67,0
297,97.56,0
298,104.83,0
299,107.84,0
300,98.52,0
301,95.42,0
302,105.67,0
303,101.66,0
304,103.89,0
305,111.14,0
306,95.17,0
307,108.21,0
308,103.25,0
309,98.33,0
310,98.3,0
311,96.84,0
312,100.86,0
313,103.17,0
314,102.08,0
315,96.9,0
316,94.07,0
317,101.25,0
318,104.29,0
319,98.17,0
320,112.08,0
321,103.87,0
322,101.74,0
323,108.87,0
324,103.79,0
325,102.36,0
326,98.82,0
327,100.07,0
328,104.01,0
329,97.69,0
330,105.47,0
331,102.85,0
332,105.82,0
333,101.38,0
334,108.54,0
335,104.97,0
336,94.61,0
337,102.57,0
338,99.21,0
339,92.95,0
340,103.73,0
341,100.8,0
342,93.13,0
343,109.4,0
344,110.54,0
345,101.16,0
346,103.26,0
347,102.49,0
348,109.61,0
349,101.41,0
350,97.78,0
351,96.25,0
352,98.13,0
353,94.29,0
354,103.04,0
355,107.41,0
356,94.58,0
357,106.42,0
358,103.78,0
359,106.66,0
360,93.13,0
361,106.37,0
362,100.06,0
363,104.54,0
364,102.92,0
365,94.84,0
366,99.23,0
367,106.55,0
368,99.11,0
369,96.56,0
370,105.44,0
371,89.9,0
372,101.55,0
373,95.0,0
374,100.84,0
375,109.72,0
376,100.98,0
377,101.19,0
378,106.29,0
379,101.81,0
380,99.64,0
381,111.52,0
382,104.12,0
383,104.53,0
384,110.24,0
385,102.81,0
386,104.24,0
387,98.22,0
388,108.74,0
389,99.61,0
390,103.03,0
391,99.28,0
392,101.92,0
393,105.97,0
394,100.37,0
395,94.74,0
396,111.26,0
397,96.7,0
398,105.42,0
399,101.44,0
400,102.57,0
401,92.83,0
402,93.97,0
403,101.71,0
404,102.61,0
405,99.24,0
406,104.34,0
407,104.85,0
408,94.52,0
409,99.66,0
410,97.56,0
411,108.75,0
412,92.61,0
413,104.54,0
414,105.51,0
415,98.19,0
416,106.13,0
417,98.7,0
418,107.17,0
419,110.27,0
420,94.06,0
421,104.68,0
422,104.36,0
423,98.9,0
424,103.4,0
425,96.83,0
426,102.96,0
427,108.07,0
428,101.97,0
429,18.22,1
430,100.36,0
431,108.74,0
432,151.43,1
433,107.29,0
434,105.39,0
435,106.34,0
436,99.74,0
437,105.98,0
438,102.05,0
439,104.28,0
440,106.47,0
441,99.79,0
442,105.7,0
443,92.31,0
444,114.63,0
445,105.76,0
446,99.54,0
447,102.09,0
448,108.74,0
449,103.42,0
450,91.88,0
451,106.82,0
452,103.39,0
453,94.96,0
454,99.54,0
455,91.57,0
456,105.23,0
457,97.23,0
458,99.97,0
459,182.85,1
460,97.12,0
461,107.56,0
462,98.72,0
463,103.0,0
464,98.84,0
465,102.03,0
466,100.76,0
467,100.89,0
468,96.73,0
469,105.88,0
470,109.07,0
471,103.32,0
472,105.86,0
473,106.49,0
474,107.04,0
475,104.02,0
476,103.66,0
477,107.02,0
478,103.14,0
479,98.03,0
480,103.12,0
481,93.66,0
482,103.17,0
483,105.37,0
484,109.58,0
485,104.26,0
486,108.24,0
487,103.7,0
488,98.68,0
489,96.84,0
490,99.15,0
491,97.27,0
492,107.37,0
493,103.26,0
494,107.25,0
495,104.87,0
496,109.82,0
497,110.0,0
498,101.57,0
499,103.53,0
500,97.34,0
501,91.99,0
502,103.58,0
503,106.24,0
504,100.37,0
505,98.03,0
506,106.05,0
507,88.98,0
508,101.69,0
509,101.62,0
510,98.15,0
511,108.06,0
512,106.05,0
513,99.99,0
514,100.97,0
515,99.56,0
516,99.04,0
517,46.73,1
518,100.42,0
519,97.89,0
520,98.37,0
521,93.81,0
522,104.05,0
523,96.11,0
524,108.36,0
525,104.07,0
526,101.6,0
527,101.09,0
528,102.32,0
529,102.26,0
530,97.91,0
531,105.89,0
532,98.87,0
533,105.22,0
534,107.71,0
535,100.01,0
536,105.38,0
537,106.25,0
538,96.62,0
539,102.91,0
540,95.62,0
541,96.63,0
542,105.06,0
543,98.78,0
544,107.47,0
545,98.54,0
546,102.95,0
547,108.07,0
548,108.51,0
549,103.29,0
550,92.06,0
551,102.63,0
552,93.48,0
553,97.14,0
554,97.38,0
555,105.5,0
556,97.97,0
557,105.85,0
558,20.68,1
559,96.54,0
560,106.68,0
561,95.79,0
562,101.08,0
563,102.0,0
564,103.4,0
565,100.82,0
566,100.52,0
567,96.01,0
568,102.19,0
569,94.25,0
570,98.47,0
571,97.49,0
572,102.79,0
573,100.17,0
574,148.46,1
575,104.61,0
576,100.13,0
577,98.59,0
578,98.47,0
579,101.39,0
580,109.32,0
581,102.97,0
582,99.92,0
583,107.71,0
584,102.14,0
585,106.89,0
586,102.82,0
587,99.42,0
588,103.25,0
589,91.64,0
590,102.8,0
591,101.07,0
592,103.91,0
593,100.29,0
594,97.25,0
595,99.99,0
596,93.08,0
597,96.68,0
598,106.88,0
599,101.26,0
600,97.28,0
601,103.35,0
602,99.52,0
603,48.74,1
604,46.35,1
605,97.96,0
606,107.66,0
607,107.88,0
608,90.66,0
609,101.48,0
610,95.97,0
611,98.57,0
612,98.23,0
613,102.47,0
614,112.68,0
615,105.27,0
616,180.69,1
617,102.91,0
618,95.25,0
619,102.24,0
620,100.88,0
621,99.46,0
622,106.77,0
623,90.99,0
624,105.65,0
625,104.43,0
626,97.75,0
627,100.85,0
628,97.09,0
629,98.96,0
630,103.79,0
631,98.27,0
632,106.73,0
633,101.02,0
634,98.91,0
635,100.71,0
636,102.0,0
637,102.96,0
638,106.01,0
639,103.33,0
640,104.56,0
641,97.11,0
642,104.01,0
643,106.35,0
644,104.8,0
645,110.82,0
646,107.44,0
647,108.97,0
648,102.71,0
649,99.67,0
650,104.04,0
651,100.94,0
652,98.18,0
653,110.0,0
654,47.82,1
655,90.02,0
656,102.25,0
657,93.89,0
658,94.63,0
659,91.02,0
660,95.41,0
661,103.94,0
662,94.64,0
663,92.55,0
664,102.29,0
665,149.15,1
666,103.38,0
667,95.22,0
668,106.87,0
669,91.83,0
670,96.78,0
671,104.2,0
672,100.51,0
673,107.08,0
674,101.53,0
675,108.67,0
676,96.36,0
677,105.27,0
678,109.06,0
679,97.69,0
680,102.09,0
681,102.41,0
682,104.19,0
683,110.72,0
684,107.66,0
685,98.39,0
686,112.03,0
687,104.81,0
688,106.64,0
689,98.0,0
690,104.26,0
691,101.01,0
692,-3.23,1
693,95.23,0
694,107.17,0
695,110.53,0
696,100.75,0
697,100.34,0
698,108.68,0
699,107.41,0
700,96.28,0
701,106.55,0
702,103.0,0
703,96.81,0
704,98.97,0
705,96.63,0
706,109.23,0
707,97.61,0
708,95.56,0
709,99.19,0
710,99.26,0
711,105.16,0
712,106.2,0
713,100.35,0
714,86.57,0
715,100.14,0
716,98.17,0
717,96.47,0
718,182.85,1
719,103.92,0
720,97.78,0
721,98.01,0
722,100.68,0
723,102.88,0
724,102.12,0
725,105.13,0
726,100.16,0
727,112.72,0
728,101.6,0
729,103.02,0
730,96.87,0
731,96.57,0
732,102.12,0
733,47.91,1
734,101.31,0
735,102.79,0
736,114.63,0
737,103.16,0
738,101.37,0
739,104.5,0
740,106.9,0
741,98.99,0
742,102.96,0
743,98.47,0
744,103.01,0
745,113.88,0
746,108.31,0
747,104.24,0
748,100.13,0
749,103.34,0
750,105.25,0
751,97.29,0
752,107.45,0
753,93.43,0
754,20.7,1
755,90.78,0
756,95.89,0
757,108.14,0
758,20.87,1
759,18.16,1
760,104.44,0
761,95.48,0
762,95.83,0
763,92.85,0
764,95.97,0
765,103.4,0
766,97.4,0
767,109.07,0
768,93.47,0
769,110.0,0
770,111.6,0
771,91.83,0
772,102.55,0
773,107.2,0
774,105.58,0
775,98.46,0
776,100.25,0
777,182.57,1
778,97.23,0
779,107.74,0
780,109.05,0
781,90.41,0
782,101.83,0
783,103.34,0
784,96.72,0
785,103.4,0
786,110.56,0
787,96.27,0
788,98.12,0
789,106.14,0
790,96.29,0
791,106.24,0
792,98.04,0
793,108.21,0
794,107.58,0
795,109.14,0
796,109.06,0
797,103.83,0
798,102.25,0
799,98.12,0
800,105.84,0
801,92.25,0
802,103.3,0
803,96.52,0
804,97.16,0
805,107.78,0
806,101.2,0
807,90.57,0
808,102.63,0
809,101.32,0
810,93.35,0
811,92.83,0
812,109.49,0
813,101.17,0
814,99.32,0
815,102.42,0
816,94.83,0
817,94.14,0
818,94.58,0
819,104.57,0
820,103.26,0
821,101.23,0
822,103.39,0
823,98.31,0
824,100.42,0
825,0.99,1
826,96.16,0
827,106.67,0
828,150.49,1
829,104.68,0
830,107.79,0
831,98.06,0
832,103.84,0
833,114.33,0
834,106.86,0
835,107.85,0
836,103.5,0
837,107.54,0
838,112.82,0
839,104.43,0
840,110.12,0
841,99.72,0
842,107.15,0
843,108.82,0
844,100.64,0
845,109.99,0
846,101.22,0
847,100.67,0
848,104.79,0
849,114.56,0
850,101.55,0
851,104.78,0
852,96.54,0
853,100.69,0
854,94.52,0
855,97.64,0
856,104.78,0
857,100.51,0
858,108.06,0
859,99.89,0
860,100.01,0
861,107.48,0
862,97.96,0
863,93.7,0
864,107.91,0
865,103.57,0
866,90.77,0
867,101.92,0
868,99.78,0
869,110.62,0
870,98.36,0
871,99.2,0
872,97.65,0
873,97.03,0
874,98.9,0
875,95.32,0
876,97.44,0
877,94.67,0
878,95.31,0
879,95.1,0
880,100.39,0
881,99.68,0
882,97.07,0
883,105.69,0
884,103.16,0
885,101.34,0
886,101.28,0
887,111.66,0
888,105.0,0
889,106.28,0
890,1.7,1
891,100.76,0
892,100.21,0
893,104.26,0
894,110.07,0
895,114.02,0
896,116.89,0
897,100.21,0
898,101.97,0
899,114.6,0
900,101.88,0
901,94.8,0
902,107.66,0
903,104.12,0
904,101.55,0
905,107.92,0
906,98.3,0
907,96.22,0
908,104.41,0
909,95.64,0
910,105.22,0
911,103.79,0
912,100.97,0
913,21.28,1
914,97.92,0
915,94.89,0
916,93.59,0
917,96.99,0
918,104.03,0
919,101.02,0
920,102.11,0
921,103.22,0
922,106.99,0
923,98.03,0
924,105.45,0
925,100.7,0
926,111.19,0
927,106.3,0
928,106.37,0
929,100.61,0
930,100.7,0
931,104.59,0
932,107.22,0
933,101.89,0
934,101.14,0
935,103.6,0
936,105.65,0
937,101.94,0
938,96.66,0
939,106.04,0
940,103.48,0
941,92.03,0
942,97.01,0
943,108.31,0
944,107.32,0
945,108.77,0
946,109.31,0
947,108.08,0
948,94.49,0
949,111.61,0
950,104.71,0
951,101.08,0
952,88.71,0
953,104.57,0
954,101.81,0
955,98.7,0
956,98.13,0
957,94.93,0
958,105.47,0
959,100.25,0
960,98.4,0
961,103.04,0
962,108.18,0
963,108.04,0
964,94.32,0
965,103.57,0
966,97.36,0
967,96.46,0
968,110.51,0
969,103.08,0
970,102.1,0
971,104.69,0
972,100.47,0
973,101.56,0
974,102.72,0
975,99.11,0
976,104.74,0
977,112.56,0
978,101.46,0
979,105.39,0
980,103.31,0
981,102.88,0
982,104.96,0
983,101.13,0
984,106.0,0
985,106.27,0
986,106.96,0
987,110.24,0
988,104.65,0
989,104.04,0
990,104.92,0
991,100.53,0
992,102.82,0
993,107.07,0
994,112.19,0
995,107.16,0
996,96.44,0
997,103.35,0
998,96.22,0
999,106.19,0
